Fiscal Year,Region,Gender,Race/Ethnicity,Same Race/Ethnicity as Adoptive Parent,Age Group,Consummated Adoptions
2019,11-Edinburg,Male,Hispanic,Yes,Six to Twelve Years Old,20
2019,11-Edinburg,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,7
2019,11-Edinburg,Male,Hispanic,No,Birth to Five Years Old,22
2019,11-Edinburg,Male,Hispanic,No,Six to Twelve Years Old,14
2019,11-Edinburg,Male,Hispanic,No,Thirteen to Eighteen Years Old,4
2019,11-Edinburg,Male,Other,No,Birth to Five Years Old,5
2018,1-Lubbock,Female,African American,Yes,Birth to Five Years Old,6
2018,1-Lubbock,Female,African American,Yes,Six to Twelve Years Old,2
2018,1-Lubbock,Female,African American,No,Birth to Five Years Old,9
2018,1-Lubbock,Female,African American,No,Six to Twelve Years Old,3
2018,1-Lubbock,Female,African American,No,Thirteen to Eighteen Years Old,1
2018,1-Lubbock,Female,Anglo,Yes,Birth to Five Years Old,27
2018,1-Lubbock,Female,Anglo,Yes,Six to Twelve Years Old,12
2018,1-Lubbock,Female,Anglo,Yes,Thirteen to Eighteen Years Old,6
2018,1-Lubbock,Female,Anglo,No,Birth to Five Years Old,9
2018,1-Lubbock,Female,Anglo,No,Six to Twelve Years Old,8
2018,1-Lubbock,Female,Anglo,No,Thirteen to Eighteen Years Old,4
2018,1-Lubbock,Female,Hispanic,Yes,Birth to Five Years Old,26
2018,1-Lubbock,Female,Hispanic,Yes,Six to Twelve Years Old,19
2018,1-Lubbock,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,7
2018,1-Lubbock,Female,Hispanic,No,Birth to Five Years Old,32
2018,1-Lubbock,Female,Hispanic,No,Six to Twelve Years Old,23
2018,1-Lubbock,Female,Hispanic,No,Thirteen to Eighteen Years Old,10
2018,1-Lubbock,Female,Other,No,Birth to Five Years Old,5
2018,1-Lubbock,Female,Other,No,Six to Twelve Years Old,1
2018,1-Lubbock,Male,African American,Yes,Birth to Five Years Old,7
2018,1-Lubbock,Male,African American,Yes,Six to Twelve Years Old,2
2018,1-Lubbock,Male,African American,No,Birth to Five Years Old,11
2018,1-Lubbock,Male,African American,No,Six to Twelve Years Old,2
2018,1-Lubbock,Male,African American,No,Thirteen to Eighteen Years Old,2
2018,1-Lubbock,Male,Anglo,Yes,Birth to Five Years Old,26
2018,1-Lubbock,Male,Anglo,Yes,Six to Twelve Years Old,14
2018,1-Lubbock,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2018,1-Lubbock,Male,Anglo,No,Birth to Five Years Old,7
2018,1-Lubbock,Male,Anglo,No,Six to Twelve Years Old,7
2018,1-Lubbock,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2018,1-Lubbock,Male,Hispanic,Yes,Birth to Five Years Old,23
2018,1-Lubbock,Male,Hispanic,Yes,Six to Twelve Years Old,16
2018,1-Lubbock,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,12
2018,1-Lubbock,Male,Hispanic,No,Birth to Five Years Old,41
2018,1-Lubbock,Male,Hispanic,No,Six to Twelve Years Old,17
2018,1-Lubbock,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2018,1-Lubbock,Male,Native American,No,Six to Twelve Years Old,1
2018,1-Lubbock,Male,Other,No,Birth to Five Years Old,10
2018,1-Lubbock,Male,Other,No,Six to Twelve Years Old,3
2018,1-Lubbock,Male,Other,No,Thirteen to Eighteen Years Old,1
2018,2-Abilene,Female,African American,No,Birth to Five Years Old,1
2018,2-Abilene,Female,African American,No,Six to Twelve Years Old,1
2018,2-Abilene,Female,African American,No,Thirteen to Eighteen Years Old,1
2018,2-Abilene,Female,Anglo,Yes,Birth to Five Years Old,22
2018,2-Abilene,Female,Anglo,Yes,Six to Twelve Years Old,3
2018,2-Abilene,Female,Anglo,Yes,Thirteen to Eighteen Years Old,2
2018,2-Abilene,Female,Anglo,No,Birth to Five Years Old,4
2018,2-Abilene,Female,Anglo,No,Six to Twelve Years Old,3
2018,2-Abilene,Female,Anglo,No,Thirteen to Eighteen Years Old,3
2018,2-Abilene,Female,Hispanic,Yes,Birth to Five Years Old,4
2018,2-Abilene,Female,Hispanic,Yes,Six to Twelve Years Old,5
2018,2-Abilene,Female,Hispanic,No,Birth to Five Years Old,19
2018,2-Abilene,Female,Hispanic,No,Six to Twelve Years Old,6
2018,2-Abilene,Female,Native American,No,Thirteen to Eighteen Years Old,1
2018,2-Abilene,Female,Other,No,Birth to Five Years Old,7
2018,2-Abilene,Female,Other,No,Six to Twelve Years Old,1
2018,2-Abilene,Male,African American,Yes,Birth to Five Years Old,1
2018,2-Abilene,Male,African American,No,Birth to Five Years Old,1
2018,2-Abilene,Male,Anglo,Yes,Birth to Five Years Old,22
2018,2-Abilene,Male,Anglo,Yes,Six to Twelve Years Old,7
2018,2-Abilene,Male,Anglo,Yes,Thirteen to Eighteen Years Old,2
2018,2-Abilene,Male,Anglo,No,Birth to Five Years Old,7
2018,2-Abilene,Male,Anglo,No,Six to Twelve Years Old,2
2018,2-Abilene,Male,Hispanic,Yes,Birth to Five Years Old,5
2018,2-Abilene,Male,Hispanic,Yes,Six to Twelve Years Old,4
2018,2-Abilene,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2018,2-Abilene,Male,Hispanic,No,Birth to Five Years Old,19
2018,2-Abilene,Male,Hispanic,No,Six to Twelve Years Old,6
2018,2-Abilene,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2018,2-Abilene,Male,Native American,No,Thirteen to Eighteen Years Old,1
2018,2-Abilene,Male,Other,No,Birth to Five Years Old,4
2018,2-Abilene,Male,Other,No,Six to Twelve Years Old,1
2018,2-Abilene,Male,Other,No,Thirteen to Eighteen Years Old,1
2018,3-Arlington,Female,African American,Yes,Birth to Five Years Old,44
2018,3-Arlington,Female,African American,Yes,Six to Twelve Years Old,21
2018,3-Arlington,Female,African American,Yes,Thirteen to Eighteen Years Old,8
2018,3-Arlington,Female,African American,No,Birth to Five Years Old,36
2018,3-Arlington,Female,African American,No,Six to Twelve Years Old,11
2018,3-Arlington,Female,African American,No,Thirteen to Eighteen Years Old,4
2018,3-Arlington,Female,Anglo,Yes,Birth to Five Years Old,96
2018,3-Arlington,Female,Anglo,Yes,Six to Twelve Years Old,52
2018,3-Arlington,Female,Anglo,Yes,Thirteen to Eighteen Years Old,15
2018,3-Arlington,Female,Anglo,No,Birth to Five Years Old,27
2018,3-Arlington,Female,Anglo,No,Six to Twelve Years Old,18
2018,3-Arlington,Female,Anglo,No,Thirteen to Eighteen Years Old,13
2018,3-Arlington,Female,Asian,No,Birth to Five Years Old,1
2018,3-Arlington,Female,Hispanic,Yes,Birth to Five Years Old,32
2018,3-Arlington,Female,Hispanic,Yes,Six to Twelve Years Old,16
2018,3-Arlington,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2018,3-Arlington,Female,Hispanic,No,Birth to Five Years Old,68
2018,3-Arlington,Female,Hispanic,No,Six to Twelve Years Old,48
2018,3-Arlington,Female,Hispanic,No,Thirteen to Eighteen Years Old,11
2018,3-Arlington,Female,Native American,No,Thirteen to Eighteen Years Old,2
2018,3-Arlington,Female,Other,No,Birth to Five Years Old,31
2018,3-Arlington,Female,Other,No,Six to Twelve Years Old,11
2018,3-Arlington,Female,Other,No,Thirteen to Eighteen Years Old,7
2018,3-Arlington,Male,African American,Yes,Birth to Five Years Old,46
2018,3-Arlington,Male,African American,Yes,Six to Twelve Years Old,19
2018,3-Arlington,Male,African American,Yes,Thirteen to Eighteen Years Old,11
2018,3-Arlington,Male,African American,No,Birth to Five Years Old,51
2018,3-Arlington,Male,African American,No,Six to Twelve Years Old,17
2018,3-Arlington,Male,African American,No,Thirteen to Eighteen Years Old,3
2018,3-Arlington,Male,Anglo,Yes,Birth to Five Years Old,108
2018,3-Arlington,Male,Anglo,Yes,Six to Twelve Years Old,61
2018,3-Arlington,Male,Anglo,Yes,Thirteen to Eighteen Years Old,12
2018,3-Arlington,Male,Anglo,No,Birth to Five Years Old,35
2018,3-Arlington,Male,Anglo,No,Six to Twelve Years Old,22
2018,3-Arlington,Male,Anglo,No,Thirteen to Eighteen Years Old,3
2018,3-Arlington,Male,Asian,Yes,Birth to Five Years Old,1
2018,3-Arlington,Male,Hispanic,Yes,Birth to Five Years Old,27
2018,3-Arlington,Male,Hispanic,Yes,Six to Twelve Years Old,14
2018,3-Arlington,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,4
2018,3-Arlington,Male,Hispanic,No,Birth to Five Years Old,82
2018,3-Arlington,Male,Hispanic,No,Six to Twelve Years Old,41
2018,3-Arlington,Male,Hispanic,No,Thirteen to Eighteen Years Old,14
2018,3-Arlington,Male,Native American,No,Six to Twelve Years Old,1
2018,3-Arlington,Male,Other,No,Birth to Five Years Old,41
2018,3-Arlington,Male,Other,No,Six to Twelve Years Old,24
2018,3-Arlington,Male,Other,No,Thirteen to Eighteen Years Old,3
2018,4-Tyler,Female,African American,Yes,Birth to Five Years Old,4
2018,4-Tyler,Female,African American,Yes,Six to Twelve Years Old,3
2018,4-Tyler,Female,African American,Yes,Thirteen to Eighteen Years Old,1
2018,4-Tyler,Female,African American,No,Birth to Five Years Old,3
2018,4-Tyler,Female,African American,No,Six to Twelve Years Old,1
2018,4-Tyler,Female,African American,No,Thirteen to Eighteen Years Old,2
2018,4-Tyler,Female,Anglo,Yes,Birth to Five Years Old,44
2018,4-Tyler,Female,Anglo,Yes,Six to Twelve Years Old,24
2018,4-Tyler,Female,Anglo,Yes,Thirteen to Eighteen Years Old,6
2018,4-Tyler,Female,Anglo,No,Birth to Five Years Old,7
2018,4-Tyler,Female,Anglo,No,Six to Twelve Years Old,9
2018,4-Tyler,Female,Hispanic,No,Birth to Five Years Old,11
2018,4-Tyler,Female,Hispanic,No,Six to Twelve Years Old,3
2018,4-Tyler,Female,Other,No,Birth to Five Years Old,10
2018,4-Tyler,Female,Other,No,Six to Twelve Years Old,5
2018,4-Tyler,Female,Other,No,Thirteen to Eighteen Years Old,1
2018,4-Tyler,Male,African American,Yes,Birth to Five Years Old,8
2018,4-Tyler,Male,African American,Yes,Six to Twelve Years Old,6
2018,4-Tyler,Male,African American,Yes,Thirteen to Eighteen Years Old,1
2018,4-Tyler,Male,African American,No,Birth to Five Years Old,8
2018,4-Tyler,Male,African American,No,Six to Twelve Years Old,6
2018,4-Tyler,Male,African American,No,Thirteen to Eighteen Years Old,2
2018,4-Tyler,Male,Anglo,Yes,Birth to Five Years Old,38
2018,4-Tyler,Male,Anglo,Yes,Six to Twelve Years Old,21
2018,4-Tyler,Male,Anglo,Yes,Thirteen to Eighteen Years Old,7
2018,4-Tyler,Male,Anglo,No,Birth to Five Years Old,7
2018,4-Tyler,Male,Anglo,No,Six to Twelve Years Old,8
2018,4-Tyler,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2018,4-Tyler,Male,Hispanic,Yes,Birth to Five Years Old,3
2018,4-Tyler,Male,Hispanic,Yes,Six to Twelve Years Old,1
2018,4-Tyler,Male,Hispanic,No,Birth to Five Years Old,11
2018,4-Tyler,Male,Hispanic,No,Six to Twelve Years Old,9
2018,4-Tyler,Male,Hispanic,No,Thirteen to Eighteen Years Old,3
2018,4-Tyler,Male,Other,No,Birth to Five Years Old,15
2018,4-Tyler,Male,Other,No,Six to Twelve Years Old,6
2018,5-Beaumont,Female,African American,Yes,Birth to Five Years Old,17
2018,5-Beaumont,Female,African American,Yes,Six to Twelve Years Old,3
2018,5-Beaumont,Female,African American,Yes,Thirteen to Eighteen Years Old,1
2018,5-Beaumont,Female,African American,No,Birth to Five Years Old,3
2018,5-Beaumont,Female,African American,No,Six to Twelve Years Old,1
2018,5-Beaumont,Female,Anglo,Yes,Birth to Five Years Old,36
2018,5-Beaumont,Female,Anglo,Yes,Six to Twelve Years Old,24
2018,5-Beaumont,Female,Anglo,Yes,Thirteen to Eighteen Years Old,7
2018,5-Beaumont,Female,Anglo,No,Birth to Five Years Old,1
2018,5-Beaumont,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2018,5-Beaumont,Female,Hispanic,Yes,Birth to Five Years Old,3
2018,5-Beaumont,Female,Hispanic,No,Birth to Five Years Old,7
2018,5-Beaumont,Female,Hispanic,No,Six to Twelve Years Old,2
2018,5-Beaumont,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2018,5-Beaumont,Female,Other,No,Birth to Five Years Old,5
2018,5-Beaumont,Female,Other,No,Six to Twelve Years Old,2
2018,5-Beaumont,Female,Other,No,Thirteen to Eighteen Years Old,1
2018,5-Beaumont,Male,African American,Yes,Birth to Five Years Old,20
2018,5-Beaumont,Male,African American,Yes,Six to Twelve Years Old,7
2018,5-Beaumont,Male,African American,Yes,Thirteen to Eighteen Years Old,1
2018,5-Beaumont,Male,African American,No,Birth to Five Years Old,3
2018,5-Beaumont,Male,African American,No,Six to Twelve Years Old,1
2018,5-Beaumont,Male,Anglo,Yes,Birth to Five Years Old,33
2018,5-Beaumont,Male,Anglo,Yes,Six to Twelve Years Old,14
2018,5-Beaumont,Male,Anglo,Yes,Thirteen to Eighteen Years Old,6
2018,5-Beaumont,Male,Anglo,No,Birth to Five Years Old,3
2018,5-Beaumont,Male,Anglo,No,Six to Twelve Years Old,1
2018,5-Beaumont,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2018,5-Beaumont,Male,Asian,No,Birth to Five Years Old,1
2018,5-Beaumont,Male,Hispanic,Yes,Birth to Five Years Old,2
2018,5-Beaumont,Male,Hispanic,No,Birth to Five Years Old,5
2018,5-Beaumont,Male,Hispanic,No,Six to Twelve Years Old,2
2018,5-Beaumont,Male,Other,No,Birth to Five Years Old,7
2018,5-Beaumont,Male,Other,No,Six to Twelve Years Old,2
2018,6-Houston,Female,African American,Yes,Birth to Five Years Old,71
2018,6-Houston,Female,African American,Yes,Six to Twelve Years Old,47
2018,6-Houston,Female,African American,Yes,Thirteen to Eighteen Years Old,11
2018,6-Houston,Female,African American,No,Birth to Five Years Old,36
2018,6-Houston,Female,African American,No,Six to Twelve Years Old,3
2018,6-Houston,Female,African American,No,Thirteen to Eighteen Years Old,2
2018,6-Houston,Female,Anglo,Yes,Birth to Five Years Old,53
2018,6-Houston,Female,Anglo,Yes,Six to Twelve Years Old,32
2018,6-Houston,Female,Anglo,Yes,Thirteen to Eighteen Years Old,12
2018,6-Houston,Female,Anglo,No,Birth to Five Years Old,20
2018,6-Houston,Female,Anglo,No,Six to Twelve Years Old,8
2018,6-Houston,Female,Anglo,No,Thirteen to Eighteen Years Old,3
2018,6-Houston,Female,Asian,No,Birth to Five Years Old,1
2018,6-Houston,Female,Asian,No,Six to Twelve Years Old,3
2018,6-Houston,Female,Asian,No,Thirteen to Eighteen Years Old,1
2018,6-Houston,Female,Hispanic,Yes,Birth to Five Years Old,30
2018,6-Houston,Female,Hispanic,Yes,Six to Twelve Years Old,15
2018,6-Houston,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,4
2018,6-Houston,Female,Hispanic,No,Birth to Five Years Old,48
2018,6-Houston,Female,Hispanic,No,Six to Twelve Years Old,28
2018,6-Houston,Female,Hispanic,No,Thirteen to Eighteen Years Old,4
2018,6-Houston,Female,Other,No,Birth to Five Years Old,21
2018,6-Houston,Female,Other,No,Six to Twelve Years Old,5
2018,6-Houston,Female,Other,No,Thirteen to Eighteen Years Old,1
2018,6-Houston,Male,African American,Yes,Birth to Five Years Old,91
2018,6-Houston,Male,African American,Yes,Six to Twelve Years Old,40
2018,6-Houston,Male,African American,Yes,Thirteen to Eighteen Years Old,11
2018,6-Houston,Male,African American,No,Birth to Five Years Old,41
2018,6-Houston,Male,African American,No,Six to Twelve Years Old,11
2018,6-Houston,Male,African American,No,Thirteen to Eighteen Years Old,2
2018,6-Houston,Male,Anglo,Yes,Birth to Five Years Old,43
2018,6-Houston,Male,Anglo,Yes,Six to Twelve Years Old,39
2018,6-Houston,Male,Anglo,Yes,Thirteen to Eighteen Years Old,7
2018,6-Houston,Male,Anglo,No,Birth to Five Years Old,13
2018,6-Houston,Male,Anglo,No,Six to Twelve Years Old,7
2018,6-Houston,Male,Anglo,No,Thirteen to Eighteen Years Old,4
2018,6-Houston,Male,Asian,No,Six to Twelve Years Old,1
2018,6-Houston,Male,Hispanic,Yes,Birth to Five Years Old,28
2018,6-Houston,Male,Hispanic,Yes,Six to Twelve Years Old,16
2018,6-Houston,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,6
2018,6-Houston,Male,Hispanic,No,Birth to Five Years Old,46
2018,6-Houston,Male,Hispanic,No,Six to Twelve Years Old,14
2018,6-Houston,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2018,6-Houston,Male,Other,No,Birth to Five Years Old,21
2018,6-Houston,Male,Other,No,Six to Twelve Years Old,10
2018,6-Houston,Male,Other,No,Thirteen to Eighteen Years Old,4
2018,7-Austin,Female,African American,Yes,Birth to Five Years Old,30
2018,7-Austin,Female,African American,Yes,Six to Twelve Years Old,12
2018,7-Austin,Female,African American,Yes,Thirteen to Eighteen Years Old,8
2018,7-Austin,Female,African American,No,Birth to Five Years Old,12
2018,7-Austin,Female,African American,No,Six to Twelve Years Old,2
2018,7-Austin,Female,African American,No,Thirteen to Eighteen Years Old,2
2018,7-Austin,Female,Anglo,Yes,Birth to Five Years Old,55
2018,7-Austin,Female,Anglo,Yes,Six to Twelve Years Old,53
2018,7-Austin,Female,Anglo,Yes,Thirteen to Eighteen Years Old,16
2018,7-Austin,Female,Anglo,No,Birth to Five Years Old,19
2018,7-Austin,Female,Anglo,No,Six to Twelve Years Old,9
2018,7-Austin,Female,Anglo,No,Thirteen to Eighteen Years Old,3
2018,7-Austin,Female,Asian,No,Birth to Five Years Old,1
2018,7-Austin,Female,Hispanic,Yes,Birth to Five Years Old,31
2018,7-Austin,Female,Hispanic,Yes,Six to Twelve Years Old,21
2018,7-Austin,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,7
2018,7-Austin,Female,Hispanic,No,Birth to Five Years Old,73
2018,7-Austin,Female,Hispanic,No,Six to Twelve Years Old,24
2018,7-Austin,Female,Hispanic,No,Thirteen to Eighteen Years Old,11
2018,7-Austin,Female,Other,No,Birth to Five Years Old,15
2018,7-Austin,Female,Other,No,Six to Twelve Years Old,9
2018,7-Austin,Female,Other,No,Thirteen to Eighteen Years Old,2
2018,7-Austin,Male,African American,Yes,Birth to Five Years Old,32
2018,7-Austin,Male,African American,Yes,Six to Twelve Years Old,15
2018,7-Austin,Male,African American,Yes,Thirteen to Eighteen Years Old,1
2018,7-Austin,Male,African American,No,Birth to Five Years Old,26
2018,7-Austin,Male,African American,No,Six to Twelve Years Old,8
2018,7-Austin,Male,Anglo,Yes,Birth to Five Years Old,50
2018,7-Austin,Male,Anglo,Yes,Six to Twelve Years Old,29
2018,7-Austin,Male,Anglo,Yes,Thirteen to Eighteen Years Old,8
2018,7-Austin,Male,Anglo,No,Birth to Five Years Old,19
2018,7-Austin,Male,Anglo,No,Six to Twelve Years Old,8
2018,7-Austin,Male,Anglo,No,Thirteen to Eighteen Years Old,4
2018,7-Austin,Male,Hispanic,Yes,Birth to Five Years Old,42
2018,7-Austin,Male,Hispanic,Yes,Six to Twelve Years Old,24
2018,7-Austin,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2018,7-Austin,Male,Hispanic,No,Birth to Five Years Old,63
2018,7-Austin,Male,Hispanic,No,Six to Twelve Years Old,29
2018,7-Austin,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2018,7-Austin,Male,Native American,No,Birth to Five Years Old,2
2018,7-Austin,Male,Other,No,Birth to Five Years Old,18
2018,7-Austin,Male,Other,No,Six to Twelve Years Old,6
2018,7-Austin,Male,Other,No,Thirteen to Eighteen Years Old,2
2018,8-San Antonio,Female,African American,Yes,Birth to Five Years Old,15
2018,8-San Antonio,Female,African American,Yes,Six to Twelve Years Old,7
2018,8-San Antonio,Female,African American,Yes,Thirteen to Eighteen Years Old,4
2018,8-San Antonio,Female,African American,No,Birth to Five Years Old,6
2018,8-San Antonio,Female,African American,No,Six to Twelve Years Old,6
2018,8-San Antonio,Female,Anglo,Yes,Birth to Five Years Old,21
2018,8-San Antonio,Female,Anglo,Yes,Six to Twelve Years Old,22
2018,8-San Antonio,Female,Anglo,Yes,Thirteen to Eighteen Years Old,5
2018,8-San Antonio,Female,Anglo,No,Birth to Five Years Old,16
2018,8-San Antonio,Female,Anglo,No,Six to Twelve Years Old,7
2018,8-San Antonio,Female,Anglo,No,Thirteen to Eighteen Years Old,3
2018,8-San Antonio,Female,Asian,No,Six to Twelve Years Old,2
2018,8-San Antonio,Female,Hispanic,Yes,Birth to Five Years Old,141
2018,8-San Antonio,Female,Hispanic,Yes,Six to Twelve Years Old,83
2018,8-San Antonio,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,34
2018,8-San Antonio,Female,Hispanic,No,Birth to Five Years Old,115
2018,8-San Antonio,Female,Hispanic,No,Six to Twelve Years Old,60
2018,8-San Antonio,Female,Hispanic,No,Thirteen to Eighteen Years Old,14
2018,8-San Antonio,Female,Other,No,Birth to Five Years Old,12
2018,8-San Antonio,Female,Other,No,Six to Twelve Years Old,5
2018,8-San Antonio,Female,Other,No,Thirteen to Eighteen Years Old,2
2018,8-San Antonio,Male,African American,Yes,Birth to Five Years Old,13
2018,8-San Antonio,Male,African American,Yes,Six to Twelve Years Old,4
2018,8-San Antonio,Male,African American,Yes,Thirteen to Eighteen Years Old,5
2018,8-San Antonio,Male,African American,No,Birth to Five Years Old,9
2018,8-San Antonio,Male,African American,No,Six to Twelve Years Old,4
2018,8-San Antonio,Male,African American,No,Thirteen to Eighteen Years Old,1
2018,8-San Antonio,Male,Anglo,Yes,Birth to Five Years Old,15
2018,8-San Antonio,Male,Anglo,Yes,Six to Twelve Years Old,16
2018,8-San Antonio,Male,Anglo,Yes,Thirteen to Eighteen Years Old,2
2018,8-San Antonio,Male,Anglo,No,Birth to Five Years Old,12
2018,8-San Antonio,Male,Anglo,No,Six to Twelve Years Old,9
2018,8-San Antonio,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2018,8-San Antonio,Male,Asian,No,Birth to Five Years Old,1
2018,8-San Antonio,Male,Asian,No,Thirteen to Eighteen Years Old,1
2018,8-San Antonio,Male,Hispanic,Yes,Birth to Five Years Old,144
