Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Disabling Condition,Children in Adoption Placements
2019,6-Houston,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2019,6-Houston,Male,Hispanic,Six to Twelve Years Old,Medically Involved,3
2019,6-Houston,Male,Other,Six to Twelve Years Old,Medically Involved,1
2019,6-Houston,Male,Unknown,Birth to Five Years Old,Medically Involved,1
2019,6-Houston,Male,African American,Birth to Five Years Old,Other Disabling Condition,1
2019,6-Houston,Female,African American,Birth to Five Years Old,Physical,1
2019,6-Houston,Female,African American,Six to Twelve Years Old,Physical,1
2019,6-Houston,Female,African American,Thirteen to Seventeen Years Old,Physical,1
2019,6-Houston,Female,Anglo,Birth to Five Years Old,Physical,3
2019,6-Houston,Female,Hispanic,Birth to Five Years Old,Physical,1
2019,6-Houston,Male,African American,Birth to Five Years Old,Physical,3
2019,6-Houston,Male,African American,Six to Twelve Years Old,Physical,1
2019,6-Houston,Male,Anglo,Birth to Five Years Old,Physical,2
2019,6-Houston,Male,Hispanic,Birth to Five Years Old,Physical,3
2019,7-Austin,Female,African American,Birth to Five Years Old,Drug or Alcohol,15
2019,7-Austin,Female,African American,Six to Twelve Years Old,Drug or Alcohol,1
2019,7-Austin,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,18
2019,7-Austin,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,3
2019,7-Austin,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,12
2019,7-Austin,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2019,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,2
2019,7-Austin,Female,Other,Birth to Five Years Old,Drug or Alcohol,3
2019,7-Austin,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2019,7-Austin,Male,African American,Birth to Five Years Old,Drug or Alcohol,9
2019,7-Austin,Male,African American,Six to Twelve Years Old,Drug or Alcohol,2
2019,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2019,7-Austin,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,16
2019,7-Austin,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,4
2019,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2019,7-Austin,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,18
2019,7-Austin,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2019,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2019,7-Austin,Male,Other,Birth to Five Years Old,Drug or Alcohol,2
2019,7-Austin,Female,African American,Birth to Five Years Old,Emotionally Disturbed,1
2019,7-Austin,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,4
2019,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2019,7-Austin,Female,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2019,7-Austin,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,6
2019,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,5
2019,7-Austin,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,6
2019,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2019,7-Austin,Female,Other,Six to Twelve Years Old,Emotionally Disturbed,1
2019,7-Austin,Male,African American,Birth to Five Years Old,Emotionally Disturbed,2
2019,7-Austin,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,4
2019,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2019,7-Austin,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2019,7-Austin,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,2
2019,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2019,7-Austin,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,3
2019,7-Austin,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,3
2019,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,7-Austin,Male,Other,Birth to Five Years Old,Emotionally Disturbed,1
2019,7-Austin,Female,African American,Birth to Five Years Old,Learning Disability,3
2019,7-Austin,Female,African American,Six to Twelve Years Old,Learning Disability,5
2019,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Learning Disability,2
2019,7-Austin,Female,Anglo,Birth to Five Years Old,Learning Disability,4
2019,7-Austin,Female,Anglo,Six to Twelve Years Old,Learning Disability,9
2019,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,4
2019,7-Austin,Female,Hispanic,Birth to Five Years Old,Learning Disability,2
2019,7-Austin,Female,Hispanic,Six to Twelve Years Old,Learning Disability,4
2019,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2019,7-Austin,Female,Other,Birth to Five Years Old,Learning Disability,1
2019,7-Austin,Female,Other,Six to Twelve Years Old,Learning Disability,1
2019,7-Austin,Male,African American,Birth to Five Years Old,Learning Disability,4
2019,7-Austin,Male,African American,Six to Twelve Years Old,Learning Disability,5
2019,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2019,7-Austin,Male,Anglo,Birth to Five Years Old,Learning Disability,8
2019,7-Austin,Male,Anglo,Six to Twelve Years Old,Learning Disability,7
2019,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,4
2019,7-Austin,Male,Hispanic,Birth to Five Years Old,Learning Disability,11
2019,7-Austin,Male,Hispanic,Six to Twelve Years Old,Learning Disability,10
2019,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,2
2019,7-Austin,Male,Other,Six to Twelve Years Old,Learning Disability,2
2019,7-Austin,Male,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2019,7-Austin,Male,Unknown,Birth to Five Years Old,Learning Disability,1
2019,7-Austin,Female,African American,Birth to Five Years Old,Medically Involved,3
2019,7-Austin,Female,African American,Six to Twelve Years Old,Medically Involved,1
2019,7-Austin,Female,Anglo,Birth to Five Years Old,Medically Involved,2
2019,7-Austin,Female,Anglo,Six to Twelve Years Old,Medically Involved,1
2019,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2019,7-Austin,Female,Hispanic,Birth to Five Years Old,Medically Involved,1
2019,7-Austin,Female,Hispanic,Six to Twelve Years Old,Medically Involved,1
2019,7-Austin,Male,African American,Birth to Five Years Old,Medically Involved,4
2019,7-Austin,Male,African American,Six to Twelve Years Old,Medically Involved,2
2019,7-Austin,Male,Anglo,Birth to Five Years Old,Medically Involved,2
2019,7-Austin,Male,Hispanic,Birth to Five Years Old,Medically Involved,4
2019,7-Austin,Male,Hispanic,Six to Twelve Years Old,Medically Involved,3
2019,7-Austin,Male,Unknown,Birth to Five Years Old,Medically Involved,2
2019,7-Austin,Female,Anglo,Birth to Five Years Old,Physical,1
2019,7-Austin,Female,Hispanic,Birth to Five Years Old,Physical,2
2019,7-Austin,Male,African American,Birth to Five Years Old,Physical,1
2019,7-Austin,Male,Anglo,Birth to Five Years Old,Physical,2
2019,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Physical,1
2019,7-Austin,Male,Hispanic,Birth to Five Years Old,Physical,1
2019,7-Austin,Male,Hispanic,Six to Twelve Years Old,Physical,1
2019,8-San Antonio,Female,African American,Birth to Five Years Old,Drug or Alcohol,5
2019,8-San Antonio,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,10
2019,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2019,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,76
2019,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,4
2019,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,2
2019,8-San Antonio,Male,African American,Birth to Five Years Old,Drug or Alcohol,4
2019,8-San Antonio,Male,African American,Six to Twelve Years Old,Drug or Alcohol,2
2019,8-San Antonio,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,16
2019,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,81
2019,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,6
2019,8-San Antonio,Male,Other,Birth to Five Years Old,Drug or Alcohol,1
2019,8-San Antonio,Male,Other,Six to Twelve Years Old,Drug or Alcohol,1
2019,8-San Antonio,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2019,8-San Antonio,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,3
2019,8-San Antonio,Female,Anglo,Birth to Five Years Old,Emotionally Disturbed,2
2019,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,4
2019,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2019,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,4
2019,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,25
2019,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,7
2019,8-San Antonio,Female,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,8-San Antonio,Male,African American,Birth to Five Years Old,Emotionally Disturbed,4
2019,8-San Antonio,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,2
2019,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,4
2019,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2019,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,7
2019,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,20
2019,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2019,8-San Antonio,Male,Other,Six to Twelve Years Old,Emotionally Disturbed,2
2019,8-San Antonio,Male,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,8-San Antonio,Female,African American,Birth to Five Years Old,Learning Disability,1
2019,8-San Antonio,Female,African American,Six to Twelve Years Old,Learning Disability,2
2019,8-San Antonio,Female,Anglo,Birth to Five Years Old,Learning Disability,6
2019,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Learning Disability,2
2019,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,2
2019,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Learning Disability,22
2019,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Learning Disability,14
2019,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,3
2019,8-San Antonio,Female,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2019,8-San Antonio,Male,African American,Birth to Five Years Old,Learning Disability,2
2019,8-San Antonio,Male,African American,Six to Twelve Years Old,Learning Disability,3
2019,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,2
2019,8-San Antonio,Male,Anglo,Birth to Five Years Old,Learning Disability,7
2019,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Learning Disability,6
2019,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,2
2019,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Learning Disability,31
2019,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Learning Disability,24
2019,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,5
2019,8-San Antonio,Male,Other,Birth to Five Years Old,Learning Disability,2
2019,8-San Antonio,Male,Other,Six to Twelve Years Old,Learning Disability,1
2019,8-San Antonio,Male,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2019,8-San Antonio,Female,Anglo,Birth to Five Years Old,Medically Involved,4
2019,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Medically Involved,4
2019,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2019,8-San Antonio,Female,Asian,Birth to Five Years Old,Medically Involved,1
2019,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Medically Involved,7
2019,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Medically Involved,1
2019,8-San Antonio,Male,Anglo,Birth to Five Years Old,Medically Involved,3
2019,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Medically Involved,11
2019,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Medically Involved,8
2019,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,2
2019,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Physical,2
2019,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Physical,3
2019,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Physical,2
2019,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Physical,1
2019,9-Midland,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,4
2019,9-Midland,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2019,9-Midland,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,7
2019,9-Midland,Female,Unknown,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2019,9-Midland,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,7
2019,9-Midland,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,6
2019,9-Midland,Male,Other,Birth to Five Years Old,Drug or Alcohol,1
2019,9-Midland,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2019,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,9-Midland,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,6
2019,9-Midland,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,1
2019,9-Midland,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,9-Midland,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2019,9-Midland,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2019,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,9-Midland,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2019,9-Midland,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,2
2019,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2019,9-Midland,Female,Anglo,Birth to Five Years Old,Learning Disability,1
2019,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2019,9-Midland,Female,Hispanic,Birth to Five Years Old,Learning Disability,2
2019,9-Midland,Female,Hispanic,Six to Twelve Years Old,Learning Disability,5
2019,9-Midland,Female,Unknown,Six to Twelve Years Old,Learning Disability,1
2019,9-Midland,Male,African American,Birth to Five Years Old,Learning Disability,1
2019,9-Midland,Male,African American,Six to Twelve Years Old,Learning Disability,1
2019,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2019,9-Midland,Male,Hispanic,Six to Twelve Years Old,Learning Disability,7
2019,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,2
2019,9-Midland,Male,Unknown,Six to Twelve Years Old,Learning Disability,1
2019,9-Midland,Female,Anglo,Six to Twelve Years Old,Medically Involved,1
2019,9-Midland,Female,Hispanic,Birth to Five Years Old,Medically Involved,2
2019,9-Midland,Male,Anglo,Birth to Five Years Old,Medically Involved,2
2019,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2019,9-Midland,Male,Other,Birth to Five Years Old,Medically Involved,1
2019,9-Midland,Female,Anglo,Six to Twelve Years Old,Physical,1
2019,9-Midland,Male,Anglo,Birth to Five Years Old,Physical,1
2019,10-El Paso,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,1
2019,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,1
2019,10-El Paso,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,2
2019,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,1
2019,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,3
2019,10-El Paso,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,2
2019,10-El Paso,Female,Anglo,Six to Twelve Years Old,Learning Disability,1
2019,10-El Paso,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2019,10-El Paso,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2019,10-El Paso,Male,Hispanic,Birth to Five Years Old,Learning Disability,2
2019,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Learning Disability,3
2019,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2019,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Medically Involved,1
2019,10-El Paso,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2019,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Physical,1
2019,11-Edinburg,Female,African American,Birth to Five Years Old,Drug or Alcohol,1
2019,11-Edinburg,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,10
2019,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,3
2019,11-Edinburg,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2019,11-Edinburg,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,1
2019,11-Edinburg,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,14
2019,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2019,11-Edinburg,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,11-Edinburg,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2019,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,11-Edinburg,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2019,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,7
2019,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,7
2019,11-Edinburg,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2019,11-Edinburg,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2019,11-Edinburg,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2019,11-Edinburg,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,3
2019,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,2
2019,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,5
2019,11-Edinburg,Female,Anglo,Birth to Five Years Old,Learning Disability,2
2019,11-Edinburg,Female,Anglo,Six to Twelve Years Old,Learning Disability,2
2019,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
